CustomerID,TotalOrders,TotalRevenue,LastPurchaseDate,Recency,R_Score,F_Score,M_Score,RFM_Score,Segment
17499,2,1341.39,2011-02-23 09:14:00,289,2,3,4,234,At Risk
17500,3,1138.0,2011-11-22 14:25:00,16,5,3,3,533,Loyal Customers
17501,2,288.6,2011-05-03 09:47:00,220,2,3,2,232,Others
17502,4,689.1,2011-11-30 13:13:00,8,5,4,3,543,Loyal Customers
17503,2,558.96,2011-12-07 09:18:00,2,5,3,2,532,Others
17504,18,9490.17,2011-05-17 12:59:00,205,2,5,5,255,At Risk
17505,5,2435.48,2011-07-01 12:50:00,161,3,4,4,344,Loyal Customers
17506,1,302.2,2011-09-25 11:39:00,75,3,2,2,322,Others
17507,2,605.58,2011-03-23 11:48:00,261,2,3,2,232,Others
17508,8,4579.23,2011-03-04 08:10:00,280,2,5,5,255,At Risk
17509,8,6083.64,2011-10-13 10:26:00,57,4,5,5,455,Champions
17510,2,514.56,2011-11-15 10:00:00,24,4,3,2,432,Others
17511,60,172132.87,2011-12-07 10:12:00,2,5,5,5,555,Champions
17512,18,5467.820000000001,2011-11-11 12:11:00,28,4,5,5,455,Champions
17513,3,1158.8,2011-09-28 16:42:00,71,3,3,3,333,Loyal Customers
17514,2,522.0,2011-08-03 15:45:00,127,3,3,2,332,Others
17515,9,1602.51,2011-11-08 14:04:00,30,4,5,4,454,Champions
17516,6,947.5,2011-11-24 16:51:00,14,5,4,3,543,Loyal Customers
17517,1,153.94,2011-02-04 11:48:00,308,2,2,1,221,Others
17518,2,329.42,2010-10-10 12:40:00,425,1,3,2,132,Others
17519,15,4774.17,2011-11-22 16:43:00,16,5,5,5,555,Champions
17520,1,546.81,2011-10-17 12:04:00,53,4,2,2,422,Potential Loyalists
17521,5,1278.06,2011-11-10 11:22:00,29,4,4,4,444,Champions
17522,5,1070.71,2011-12-08 12:31:00,1,5,4,3,543,Loyal Customers
17523,4,652.74,2011-11-28 13:20:00,10,5,4,3,543,Loyal Customers
17524,3,539.14,2010-12-13 14:32:00,360,2,3,2,232,Others
17525,3,1161.9,2010-12-15 12:05:00,359,2,3,3,233,Others
17526,12,3939.24,2011-12-05 11:05:00,4,5,5,5,555,Champions
17527,4,939.37,2011-10-17 12:32:00,53,4,4,3,443,Loyal Customers
17528,8,3628.5,2011-12-08 13:27:00,0,5,5,5,555,Champions
17529,2,1240.25,2010-04-08 17:51:00,609,1,3,4,134,At Risk
17530,12,2791.69,2011-12-08 18:42:00,0,5,5,4,554,Champions
17531,3,1266.82,2011-06-02 19:17:00,189,2,3,4,234,At Risk
17532,1,65.34,2010-11-19 08:13:00,385,2,2,1,221,Others
17533,1,34.8,2010-10-01 09:14:00,434,1,2,1,121,Others
17534,5,1668.83,2011-10-17 12:47:00,53,4,4,4,444,Champions
17535,1,164.4,2011-03-04 15:20:00,279,2,2,1,221,Others
17536,3,364.83,2011-06-15 13:23:00,176,3,3,2,332,Others
17537,2,887.67,2011-11-10 10:56:00,29,4,3,3,433,Loyal Customers
17538,1,98.42,2011-11-14 12:12:00,25,4,2,1,421,Potential Loyalists
17539,4,1176.84,2010-04-01 12:07:00,617,1,4,3,143,Others
17540,6,1590.6000000000001,2011-11-15 11:56:00,24,4,4,4,444,Champions
17541,1,119.86,2010-07-18 11:36:00,509,1,2,1,121,Others
17542,3,340.85,2011-03-15 11:45:00,269,2,3,2,232,Others
17543,1,120.05,2010-06-08 12:41:00,549,1,2,1,121,Others
17544,3,944.82,2010-11-14 15:08:00,389,2,3,3,233,Others
17545,6,1409.8600000000001,2011-10-27 14:04:00,42,4,4,4,444,Champions
17547,2,727.85,2010-11-29 09:41:00,375,2,3,3,233,Others
17548,4,731.26,2011-04-20 12:01:00,233,2,4,3,243,Others
17549,2,148.86,2011-11-16 09:59:00,23,4,3,1,431,Others
17550,9,2506.64,2011-05-26 14:09:00,196,2,5,4,254,At Risk
17551,1,290.34,2010-12-15 14:12:00,358,2,2,2,222,Others
17552,12,2786.77,2011-10-10 17:00:00,59,3,5,4,354,Loyal Customers
17553,4,3757.6,2011-08-02 10:00:00,129,3,4,5,345,Loyal Customers
17554,5,1952.45,2011-12-08 14:15:00,0,5,4,4,544,Champions
17555,5,1045.74,2011-11-20 12:22:00,19,4,4,3,443,Loyal Customers
17556,2,300.67,2011-05-18 10:48:00,205,2,3,2,232,Others
17557,4,575.46,2011-11-25 12:57:00,13,5,4,2,542,Others
17558,1,259.17,2010-11-11 14:36:00,392,2,2,1,221,Others
17559,1,167.62,2010-07-15 12:02:00,512,1,2,1,121,Others
17560,8,1895.8,2011-09-06 09:18:00,94,3,5,4,354,Loyal Customers
17561,4,703.02,2011-11-20 12:53:00,18,5,4,3,543,Loyal Customers
17562,7,1122.38,2011-11-25 14:21:00,13,5,4,3,543,Loyal Customers
17563,2,392.38,2010-05-10 14:54:00,577,1,3,2,132,Others
17564,3,454.01,2011-11-15 13:27:00,23,4,3,2,432,Others
17565,1,131.83,2010-05-02 11:54:00,586,1,2,1,121,Others
17566,2,869.77,2011-12-01 19:54:00,7,5,3,3,533,Loyal Customers
17567,9,4838.08,2011-12-02 15:48:00,6,5,5,5,555,Champions
17568,1,374.45,2010-03-16 16:45:00,632,1,2,2,122,Others
17569,1,344.14,2011-01-11 14:15:00,331,2,2,2,222,Others
17570,1,100.0,2010-11-23 11:56:00,381,2,2,1,221,Others
17571,5,1630.91,2011-10-20 15:57:00,49,4,4,4,444,Champions
17572,10,652.21,2011-09-29 17:53:00,70,3,5,3,353,Loyal Customers
17573,3,380.6,2011-11-10 13:01:00,28,4,3,2,432,Others
17574,1,185.65,2011-04-11 09:47:00,242,2,2,1,221,Others
17575,1,171.7,2010-02-10 13:48:00,666,1,2,1,121,Others
17576,41,8711.95,2011-12-01 17:56:00,7,5,5,5,555,Champions
17577,2,348.75,2010-03-04 13:01:00,644,1,3,2,132,Others
17578,7,1047.33,2011-05-05 18:38:00,217,2,4,3,243,Others
17579,4,753.28,2011-12-05 12:28:00,4,5,4,3,543,Loyal Customers
17580,5,541.02,2011-04-01 12:41:00,252,2,4,2,242,Others
17581,43,17951.17,2011-12-09 12:21:00,0,5,5,5,555,Champions
17582,5,1446.95,2011-04-17 13:18:00,235,2,4,4,244,At Risk
17583,1,135.95,2010-05-28 14:24:00,559,1,2,1,121,Others
17584,6,5309.42,2011-12-02 17:12:00,6,5,4,5,545,Champions
17585,7,2064.71,2011-08-22 13:30:00,108,3,4,4,344,Loyal Customers
17586,1,167.4,2010-03-30 13:12:00,618,1,2,1,121,Others
17587,1,176.71,2010-03-21 14:16:00,627,1,2,1,121,Others
17588,7,2939.55,2011-08-31 13:37:00,99,3,4,5,345,Loyal Customers
17589,18,13837.94,2011-10-10 16:58:00,59,3,5,5,355,Loyal Customers
17590,3,1468.02,2011-12-07 12:55:00,1,5,3,4,534,Loyal Customers
17591,8,2339.32,2011-09-27 13:42:00,72,3,5,4,354,Loyal Customers
17592,1,148.3,2009-12-01 10:49:00,738,1,2,1,121,Others
17593,11,8092.32,2011-12-06 10:30:00,3,5,5,5,555,Champions
17594,4,2497.88,2011-09-15 16:34:00,84,3,4,4,344,Loyal Customers
17595,2,386.69,2011-11-27 16:08:00,11,5,3,2,532,Others
17596,13,4491.46,2011-11-16 14:11:00,22,4,5,5,455,Champions
17597,5,3484.09,2011-05-10 11:54:00,213,2,4,5,245,At Risk
17598,1,409.98,2010-11-23 17:43:00,380,2,2,2,222,Others
17599,1,52.05,2010-08-19 12:50:00,477,1,2,1,121,Others
17600,1,161.67000000000002,2011-11-22 09:43:00,17,5,2,1,521,Potential Loyalists
17601,2,413.08,2011-04-14 18:02:00,238,2,3,2,232,Others
17602,14,7354.43,2011-12-07 13:53:00,1,5,5,5,555,Champions
17603,4,1788.38,2011-09-22 14:18:00,77,3,4,4,344,Loyal Customers
17604,6,942.38,2011-05-06 13:43:00,216,2,4,3,243,Others
17605,1,160.75,2010-04-28 14:45:00,589,1,2,1,121,Others
17606,1,87.30000000000001,2009-12-02 13:32:00,736,1,2,1,121,Others
17607,1,333.81,2010-11-28 13:11:00,375,2,2,2,222,Others
17608,4,488.06,2011-11-06 13:06:00,32,4,4,2,442,Others
17609,11,1887.8999999999999,2011-10-30 12:28:00,40,4,5,4,454,Champions
17610,5,1511.94,2010-06-17 16:34:00,539,1,4,4,144,At Risk
17611,28,8337.53,2011-12-02 13:29:00,6,5,5,5,555,Champions
17612,18,5394.86,2011-10-17 14:59:00,52,4,5,5,455,Champions
17613,14,4544.55,2011-11-17 10:51:00,22,4,5,5,455,Champions
17614,1,386.32,2011-10-13 16:01:00,56,4,2,2,422,Potential Loyalists
17615,6,721.8,2011-08-01 14:06:00,129,3,4,3,343,Loyal Customers
17616,4,734.4,2011-06-19 10:11:00,173,3,4,3,343,Loyal Customers
17617,1,385.19,2010-05-30 12:48:00,558,1,2,2,122,Others
17618,11,4001.64,2011-12-04 11:50:00,5,5,5,5,555,Champions
17619,1,214.37,2011-01-31 14:18:00,311,2,2,1,221,Others
17620,1,81.44,2011-10-11 12:08:00,59,3,2,1,321,Others
17621,6,3175.12,2011-11-18 17:11:00,20,4,4,5,445,Champions
17622,2,1130.21,2010-04-21 12:36:00,597,1,3,3,133,Others
17623,7,2365.77,2011-11-07 11:32:00,32,4,4,4,444,Champions
17624,4,1568.63,2011-11-25 10:52:00,14,5,4,4,544,Champions
17625,8,5978.9,2011-11-21 13:36:00,17,5,5,5,555,Champions
17626,1,254.0,2010-04-16 12:15:00,602,1,2,1,121,Others
17627,1,296.36,2010-08-18 11:27:00,478,1,2,2,122,Others
17628,1,75.75,2011-09-19 15:21:00,80,3,2,1,321,Others
17629,10,2455.52,2011-12-04 10:56:00,5,5,5,4,554,Champions
17630,2,503.59999999999997,2011-06-23 11:58:00,169,3,3,2,332,Others
17631,7,998.49,2011-12-08 09:47:00,1,5,4,3,543,Loyal Customers
17633,7,2057.39,2011-11-08 13:25:00,30,4,4,4,444,Champions
17634,9,2358.59,2011-11-03 13:09:00,35,4,5,4,454,Champions
17635,3,1265.58,2010-10-11 15:12:00,423,1,3,4,134,At Risk
17636,1,285.56,2011-11-20 14:40:00,18,5,2,1,521,Potential Loyalists
17637,2,547.0600000000001,2011-11-08 12:51:00,30,4,3,2,432,Others
17638,2,842.4,2010-03-02 14:32:00,646,1,3,3,133,Others
17639,6,615.17,2011-03-08 15:22:00,275,2,4,3,243,Others
17640,6,3168.94,2011-09-14 09:13:00,86,3,4,5,345,Loyal Customers
17642,5,1824.49,2011-08-12 09:11:00,119,3,4,4,344,Loyal Customers
17643,2,439.7,2010-12-01 14:38:00,372,2,3,2,232,Others
17644,20,6028.6,2011-12-08 13:43:00,0,5,5,5,555,Champions
17646,12,3898.79,2011-05-04 13:17:00,218,2,5,5,255,At Risk
17647,3,331.65999999999997,2011-10-05 15:38:00,64,3,3,2,332,Others
17648,5,2216.37,2011-10-10 09:41:00,60,3,4,4,344,Loyal Customers
17649,3,1578.89,2011-07-24 15:53:00,137,3,3,4,334,Loyal Customers
17650,1,166.08,2011-11-18 14:52:00,20,4,2,1,421,Potential Loyalists
17651,16,5703.52,2011-11-28 10:29:00,11,5,5,5,555,Champions
17652,12,4867.72,2011-11-14 12:55:00,24,4,5,5,455,Champions
17653,4,1207.56,2011-11-03 12:46:00,36,4,4,3,443,Loyal Customers
17654,1,117.55,2011-03-07 13:17:00,276,2,2,1,221,Others
17655,9,2976.38,2011-11-29 11:34:00,10,5,5,5,555,Champions
17656,5,1674.69,2011-09-27 13:04:00,72,3,4,4,344,Loyal Customers
17657,1,126.0,2010-10-05 14:52:00,429,1,2,1,121,Others
17658,2,595.42,2011-11-14 12:07:00,25,4,3,2,432,Others
17659,14,3586.9900000000002,2011-11-22 13:29:00,16,5,5,5,555,Champions
17660,2,342.22,2011-07-21 13:37:00,140,3,3,2,332,Others
17662,2,412.92,2010-02-16 09:38:00,661,1,3,2,132,Others
17663,17,5175.83,2011-11-14 08:56:00,25,4,5,5,455,Champions
17664,4,1166.23,2011-11-21 11:29:00,18,5,4,3,543,Loyal Customers
17665,1,563.1,2010-08-03 13:12:00,492,1,2,2,122,Others
17666,5,2047.8,2011-12-06 09:06:00,3,5,4,4,544,Champions
17667,9,3950.7,2011-10-04 14:32:00,65,3,5,5,355,Loyal Customers
17668,2,347.75,2011-12-08 13:25:00,0,5,3,2,532,Others
17669,10,6142.35,2011-10-28 08:53:00,42,4,5,5,455,Champions
17670,1,205.7,2011-04-26 09:12:00,227,2,2,1,221,Others
17671,5,2009.16,2011-11-24 12:21:00,15,5,4,4,544,Champions
17672,7,5778.63,2011-10-20 14:18:00,49,4,4,5,445,Champions
17673,13,4173.88,2011-12-08 12:50:00,1,5,5,5,555,Champions
17674,2,551.04,2011-09-26 13:35:00,73,3,3,2,332,Others
17675,70,37642.48,2011-12-08 18:03:00,0,5,5,5,555,Champions
17676,10,2448.64,2011-12-05 15:16:00,3,5,5,4,554,Champions
17677,54,35058.46,2011-12-08 09:56:00,1,5,5,5,555,Champions
17678,2,599.76,2011-03-21 11:52:00,263,2,3,2,232,Others
17679,7,3577.61,2011-10-18 07:43:00,52,4,4,5,445,Champions
17680,3,497.45,2011-11-16 12:42:00,23,4,3,2,432,Others
17681,5,731.2,2010-04-21 17:22:00,596,1,4,3,143,Others
17682,11,4065.28,2011-11-29 15:59:00,9,5,5,5,555,Champions
17683,3,819.01,2010-11-19 10:11:00,385,2,3,3,233,Others
17684,1,239.41,2011-10-27 11:10:00,43,4,2,1,421,Potential Loyalists
17685,12,5454.95,2011-11-23 11:36:00,16,5,5,5,555,Champions
17686,9,8296.81,2011-12-02 15:39:00,6,5,5,5,555,Champions
17687,1,432.68,2010-10-15 12:30:00,420,1,2,2,122,Others
17688,1,304.2,2010-11-11 10:41:00,393,2,2,2,222,Others
17689,2,317.08,2010-11-16 13:22:00,387,2,3,2,232,Others
17690,20,6963.8,2011-11-09 15:17:00,29,4,5,5,455,Champions
17691,4,637.5500000000001,2010-12-16 17:20:00,357,2,4,3,243,Others
17692,12,2975.8,2011-08-04 14:01:00,126,3,5,5,355,Loyal Customers
17693,1,200.47,2011-07-25 15:48:00,136,3,2,1,321,Others
17694,3,1695.97,2011-07-21 12:00:00,141,3,3,4,334,Loyal Customers
17695,5,1746.04,2011-07-31 10:40:00,131,3,4,4,344,Loyal Customers
17696,27,7679.59,2011-11-01 13:43:00,37,4,5,5,455,Champions
17697,1,338.95,2011-04-17 15:40:00,235,2,2,2,222,Others
17698,1,154.95,2011-03-24 11:34:00,260,2,2,1,221,Others
17699,2,442.0,2010-08-20 09:39:00,476,1,3,2,132,Others
17700,14,6679.97,2011-11-23 11:51:00,16,5,5,5,555,Champions
17701,1,417.95,2011-04-01 12:25:00,252,2,2,2,222,Others
17702,6,3144.04,2011-11-09 16:03:00,29,4,4,5,445,Champions
17703,4,1094.84,2011-11-04 15:51:00,34,4,4,3,443,Loyal Customers
17704,2,885.19,2011-06-24 09:40:00,168,3,3,3,333,Loyal Customers
17705,11,2083.9,2011-12-06 13:45:00,2,5,5,4,554,Champions
17706,31,20272.15,2011-12-05 13:34:00,3,5,5,5,555,Champions
17707,8,609.3000000000001,2011-06-07 15:03:00,184,3,5,3,353,Loyal Customers
17708,4,884.1800000000001,2011-06-05 10:12:00,187,3,4,3,343,Loyal Customers
17709,5,671.01,2011-06-23 11:55:00,169,3,4,3,343,Loyal Customers
17710,1,293.5,2010-10-12 07:49:00,423,1,2,2,122,Others
17711,2,385.1,2011-11-29 11:40:00,10,5,3,2,532,Others
17712,1,522.91,2011-10-26 12:28:00,44,4,2,2,422,Potential Loyalists
17713,4,1198.09,2010-11-22 16:50:00,381,2,4,3,243,Others
17714,5,1410.18,2011-01-23 10:32:00,320,2,4,4,244,At Risk
17715,2,489.59999999999997,2011-05-23 12:32:00,200,2,3,2,232,Others
17716,24,15956.97,2011-11-17 12:00:00,22,4,5,5,455,Champions
17717,1,376.92,2010-10-14 12:54:00,420,1,2,2,122,Others
17718,2,439.18,2011-04-21 13:39:00,231,2,3,2,232,Others
17719,15,5396.04,2011-11-02 10:36:00,37,4,5,5,455,Champions
17720,10,2666.91,2011-11-13 15:04:00,25,4,5,4,454,Champions
17721,1,307.21000000000004,2010-02-18 15:18:00,658,1,2,2,122,Others
17722,5,3520.2200000000003,2011-09-04 15:22:00,95,3,4,5,345,Loyal Customers
17723,7,3378.4000000000005,2011-08-04 18:37:00,126,3,4,5,345,Loyal Customers
17724,3,1033.0,2011-09-29 15:26:00,70,3,3,3,333,Loyal Customers
17725,11,3439.08,2011-11-23 16:34:00,15,5,5,5,555,Champions
17726,7,1092.06,2010-11-09 13:37:00,394,2,4,3,243,Others
17727,1,1060.25,2011-11-24 17:06:00,14,5,2,3,523,Potential Loyalists
17728,5,4238.76,2011-12-06 08:52:00,3,5,4,5,545,Champions
17729,1,438.65000000000003,2010-04-22 15:03:00,595,1,2,2,122,Others
17730,20,7773.8,2011-12-06 15:43:00,2,5,5,5,555,Champions
17731,6,1708.99,2011-09-21 15:02:00,78,3,4,4,344,Loyal Customers
17732,8,2166.42,2010-12-02 09:29:00,372,2,5,4,254,At Risk
17733,2,692.19,2011-11-01 08:16:00,38,4,3,3,433,Loyal Customers
17734,6,1442.32,2011-10-17 12:33:00,53,4,4,4,444,Champions
17735,26,16790.33,2011-12-07 16:47:00,1,5,5,5,555,Champions
17736,3,377.44,2011-11-30 15:36:00,8,5,3,2,532,Others
17737,2,168.24,2011-11-30 15:16:00,8,5,3,1,531,Others
17738,13,4183.56,2011-11-20 15:05:00,18,5,5,5,555,Champions
17739,18,7730.59,2011-11-28 09:12:00,11,5,5,5,555,Champions
17740,6,426.9,2010-11-15 16:33:00,388,2,4,2,242,Others
17741,2,101.1,2010-10-29 11:59:00,406,2,3,1,231,Others
17742,11,2098.48,2011-08-18 15:28:00,112,3,5,4,354,Loyal Customers
17743,1,229.2,2010-09-17 14:54:00,447,1,2,1,121,Others
17744,7,2649.14,2011-12-06 12:11:00,3,5,4,4,544,Champions
17745,2,600.34,2010-08-19 12:30:00,477,1,3,2,132,Others
17746,4,904.1800000000001,2011-04-13 14:31:00,239,2,4,3,243,Others
17747,1,71.4,2011-08-19 08:13:00,112,3,2,1,321,Others
17748,1,358.15,2010-06-30 13:49:00,526,1,2,2,122,Others
17749,3,1026.18,2011-06-14 15:45:00,177,3,3,3,333,Loyal Customers
17750,9,1710.45,2011-12-04 14:09:00,4,5,5,4,554,Champions
17751,1,157.85999999999999,2010-10-14 13:57:00,420,1,2,1,121,Others
17752,1,80.64,2010-12-15 16:19:00,358,2,2,1,221,Others
17753,4,382.06,2010-09-01 15:49:00,463,1,4,2,142,Others
17754,13,4451.22,2011-12-09 11:20:00,0,5,5,5,555,Champions
17756,3,728.75,2010-11-29 12:20:00,375,2,3,3,233,Others
17757,56,9074.05,2011-12-08 15:31:00,0,5,5,5,555,Champions
17758,12,4964.03,2011-11-20 14:45:00,18,5,5,5,555,Champions
17759,5,1261.88,2011-11-22 16:02:00,16,5,4,4,544,Champions
17760,6,746.39,2011-11-18 10:56:00,21,4,4,3,443,Loyal Customers
17761,1,712.78,2011-11-07 10:23:00,32,4,2,3,423,Potential Loyalists
17762,1,129.75,2010-09-09 17:40:00,455,1,2,1,121,Others
17763,4,86.15,2011-03-21 14:25:00,262,2,4,1,241,Others
17764,5,1513.57,2011-10-20 11:03:00,50,4,4,4,444,Champions
17765,4,524.0,2011-07-04 12:41:00,158,3,4,2,342,Others
17766,2,299.61,2010-11-23 14:29:00,380,2,3,2,232,Others
17767,2,413.05,2011-11-24 14:42:00,14,5,3,2,532,Others
17768,7,3292.73,2011-12-01 13:22:00,7,5,4,5,545,Champions
17769,17,7053.38,2011-11-27 11:18:00,12,5,5,5,555,Champions
17770,5,1143.27,2011-05-25 12:34:00,198,2,4,3,243,Others
17771,4,387.41,2011-10-14 11:43:00,56,4,4,2,442,Others
17772,3,360.75,2011-11-29 11:05:00,10,5,3,2,532,Others
17773,2,575.37,2010-07-13 14:07:00,513,1,3,2,132,Others
17774,9,3273.83,2011-09-04 12:49:00,96,3,5,5,355,Loyal Customers
17775,1,56.4,2011-03-30 10:50:00,254,2,2,1,221,Others
17776,2,330.56,2010-11-18 12:14:00,386,2,3,2,232,Others
17777,3,647.56,2011-11-15 12:02:00,24,4,3,3,433,Loyal Customers
17778,1,197.70000000000002,2010-02-16 12:44:00,661,1,2,1,121,Others
17779,3,650.32,2011-11-18 14:15:00,20,4,3,3,433,Loyal Customers
17780,3,346.56,2010-02-10 13:43:00,666,1,3,2,132,Others
17781,2,188.02,2011-07-03 16:00:00,158,3,3,1,331,Others
17782,2,679.02,2010-11-22 11:15:00,382,2,3,3,233,Others
17783,3,376.96,2011-09-28 16:07:00,71,3,3,2,332,Others
17784,1,112.86,2010-06-07 16:08:00,549,1,2,1,121,Others
17785,3,403.38,2011-10-17 13:43:00,52,4,3,2,432,Others
17786,2,266.85,2011-09-15 12:51:00,84,3,3,1,331,Others
17787,4,1817.54,2011-07-10 11:24:00,152,3,4,4,344,Loyal Customers
17788,2,1117.9,2011-09-27 10:09:00,73,3,3,3,333,Loyal Customers
17789,2,397.15,2011-03-03 13:14:00,280,2,3,2,232,Others
17790,20,2779.41,2011-11-13 11:30:00,26,4,5,4,454,Champions
17791,1,106.1,2011-11-10 12:09:00,29,4,2,1,421,Potential Loyalists
17792,2,368.35,2010-08-29 14:30:00,466,1,3,2,132,Others
17793,1,300.34,2011-11-14 14:24:00,24,4,2,2,422,Potential Loyalists
17794,2,147.3,2010-01-22 10:18:00,686,1,3,1,131,Others
17795,2,342.83,2011-06-13 12:36:00,179,3,3,2,332,Others
17796,7,1236.39,2011-10-30 15:38:00,39,4,4,4,444,Champions
17797,8,1971.87,2011-11-17 13:21:00,21,4,5,4,454,Champions
17798,1,178.07,2010-05-07 11:42:00,581,1,2,1,121,Others
17799,20,6246.93,2011-11-17 15:16:00,21,4,5,5,455,Champions
17800,9,1187.21,2011-11-02 12:57:00,36,4,5,3,453,Loyal Customers
17801,3,770.03,2010-09-14 14:32:00,450,1,3,3,133,Others
17802,10,4946.22,2011-09-18 14:56:00,81,3,5,5,355,Loyal Customers
17803,1,184.66,2010-11-12 13:53:00,391,2,2,1,221,Others
17804,3,383.78000000000003,2010-11-28 14:01:00,375,2,3,2,232,Others
17805,2,927.03,2011-09-27 11:49:00,73,3,3,3,333,Loyal Customers
17806,1,546.04,2011-11-28 14:12:00,10,5,2,2,522,Potential Loyalists
17807,3,437.87,2010-11-09 16:21:00,394,2,3,2,232,Others
17808,4,262.64,2010-06-09 10:44:00,548,1,4,1,141,Others
17809,20,10085.89,2011-11-23 12:59:00,15,5,5,5,555,Champions
17810,2,373.16,2010-02-09 10:47:00,668,1,3,2,132,Others
17811,47,9519.8,2011-12-05 13:46:00,3,5,5,5,555,Champions
17812,7,911.99,2011-11-27 11:47:00,12,5,4,3,543,Loyal Customers
17813,5,1698.07,2011-11-25 16:13:00,13,5,4,4,544,Champions
17814,2,1609.37,2010-11-29 14:21:00,374,2,3,4,234,At Risk
17815,1,591.96,2010-11-11 14:39:00,392,2,2,2,222,Others
17816,6,96.11,2011-11-03 11:34:00,36,4,4,1,441,Others
17817,6,788.15,2011-12-05 14:39:00,3,5,4,3,543,Loyal Customers
17818,1,124.78,2009-12-02 11:34:00,737,1,2,1,121,Others
17819,12,6021.05,2011-09-29 10:52:00,71,3,5,5,355,Loyal Customers
17820,1,180.60999999999999,2010-11-30 17:43:00,373,2,2,1,221,Others
17821,1,334.62,2010-10-29 13:20:00,405,2,2,2,222,Others
17822,5,2162.93,2010-10-15 13:47:00,419,1,4,4,144,At Risk
17823,2,449.25,2010-10-14 16:24:00,420,1,3,2,132,Others
17824,1,298.4,2011-10-19 14:14:00,50,4,2,2,422,Potential Loyalists
17825,4,701.96,2010-04-20 12:01:00,598,1,4,3,143,Others
17826,1,133.34,2010-11-30 13:23:00,373,2,2,1,221,Others
17827,6,2376.17,2011-12-04 15:00:00,4,5,4,4,544,Champions
17828,4,1820.09,2011-11-17 08:41:00,22,4,4,4,444,Champions
17829,5,4756.74,2011-02-14 12:46:00,298,2,4,5,245,At Risk
17830,3,398.7,2011-12-08 12:28:00,1,5,3,2,532,Others
17831,1,35.400000000000006,2011-11-06 15:09:00,32,4,2,1,421,Potential Loyalists
17832,1,155.37,2011-10-21 11:43:00,49,4,2,1,421,Potential Loyalists
17833,1,338.46000000000004,2009-12-16 13:40:00,722,1,2,2,122,Others
17834,2,689.6700000000001,2010-10-21 12:09:00,414,1,3,3,133,Others
17835,3,342.24,2011-12-07 11:48:00,2,5,3,2,532,Others
17836,1,110.21000000000001,2011-10-23 16:13:00,46,4,2,1,421,Potential Loyalists
17837,8,1541.23,2011-10-28 16:13:00,41,4,5,4,454,Champions
17838,13,5604.64,2011-11-13 11:20:00,26,4,5,5,455,Champions
17839,1,318.15,2011-10-28 17:27:00,41,4,2,2,422,Potential Loyalists
17840,1,175.9,2010-09-22 12:24:00,443,1,2,1,121,Others
17841,211,68545.25,2011-12-08 12:07:00,1,5,5,5,555,Champions
17842,1,430.69,2010-04-16 14:23:00,601,1,2,2,122,Others
17843,2,320.4,2011-02-09 15:33:00,302,2,3,2,232,Others
17844,1,51.559999999999995,2011-08-25 11:27:00,106,3,2,1,321,Others
17845,4,596.09,2010-06-02 15:20:00,554,1,4,2,142,Others
17846,1,2033.1,2011-09-15 15:20:00,84,3,2,4,324,Others
17847,2,129.69,2010-07-12 10:00:00,515,1,3,1,131,Others
17848,30,3559.11,2011-09-19 16:49:00,80,3,5,5,355,Loyal Customers
17849,8,1063.76,2011-05-05 13:46:00,217,2,5,3,253,Others
17850,155,51208.87,2010-12-02 15:27:00,371,2,5,5,255,At Risk
17851,6,1552.35,2010-10-13 15:13:00,421,1,4,4,144,At Risk
17852,5,657.8100000000001,2011-11-28 12:36:00,11,5,4,3,543,Loyal Customers
17853,3,1596.29,2010-10-28 15:29:00,406,2,3,4,234,At Risk
17854,6,1068.5,2011-06-07 16:21:00,184,3,4,3,343,Loyal Customers
17855,1,208.97,2010-12-02 09:44:00,372,2,2,1,221,Others
17856,4,1418.03,2011-12-08 09:40:00,1,5,4,4,544,Champions
17857,24,27347.04,2011-12-05 13:13:00,3,5,5,5,555,Champions
17858,30,12518.65,2011-12-04 11:56:00,5,5,5,5,555,Champions
17859,1,141.92000000000002,2011-02-08 10:32:00,304,2,2,1,221,Others
17860,4,717.39,2010-12-06 12:41:00,368,2,4,3,243,Others
17861,18,5088.29,2011-12-06 16:21:00,2,5,5,5,555,Champions
17862,4,1254.89,2011-01-20 12:23:00,323,2,4,4,244,At Risk
17863,12,5360.48,2011-10-11 13:45:00,58,4,5,5,455,Champions
17864,5,876.57,2011-11-27 11:15:00,12,5,4,3,543,Loyal Customers
17865,46,26312.190000000002,2011-11-09 12:08:00,30,4,5,5,455,Champions
17866,3,1134.95,2011-07-20 11:07:00,142,3,3,3,333,Loyal Customers
17867,15,1582.0500000000002,2011-11-09 14:15:00,29,4,5,4,454,Champions
17868,1,227.15,2010-11-18 18:55:00,385,2,2,1,221,Others
17869,7,813.64,2011-08-24 16:16:00,106,3,4,3,343,Loyal Customers
17870,13,2753.29,2011-12-07 15:07:00,1,5,5,4,554,Champions
17871,5,1068.95,2011-05-19 11:32:00,204,2,4,3,243,Others
17872,1,235.87,2010-11-23 12:02:00,381,2,2,1,221,Others
17873,18,6265.33,2011-09-20 16:41:00,79,3,5,5,355,Loyal Customers
17874,6,683.46,2011-06-07 12:54:00,184,3,4,3,343,Loyal Customers
17875,1,167.1,2010-01-20 15:30:00,687,1,2,1,121,Others
17876,3,3424.02,2010-11-05 10:52:00,399,2,3,5,235,At Risk
